id,ubicacion,prioridad,tipo,timestamp,estado
I-0029,Zona_7,4,accidente_vehicular,2026-07-02 11:59:00,pendiente
I-0030,Zona_45,5,robo,2026-07-03 22:18:00,pendiente
I-0031,Zona_36,2,fuga_de_gas,2026-07-03 02:52:00,pendiente
I-0032,Zona_30,2,fuga_de_gas,2026-06-29 05:08:00,pendiente
I-0033,Zona_43,5,emergencia_medica,2026-06-27 17:25:00,pendiente
I-0034,Zona_21,4,emergencia_medica,2026-06-25 05:27:00,pendiente
I-0035,Zona_33,4,fuga_de_gas,2026-06-28 06:24:00,pendiente
I-0036,Zona_29,2,derrumbe,2026-06-24 16:46:00,pendiente
I-0037,Zona_31,4,inundacion,2026-06-25 22:43:00,pendiente
I-0038,Zona_16,3,fuga_de_gas,2026-06-25 15:39:00,pendiente
I-0039,Zona_34,4,derrumbe,2026-07-01 18:41:00,pendiente
I-0040,Zona_18,4,incendio,2026-06-26 09:10:00,pendiente
I-0041,Zona_19,2,inundacion,2026-06-30 16:18:00,pendiente
I-0042,Zona_21,5,incendio,2026-07-02 22:13:00,pendiente
I-0043,Zona_10,2,robo,2026-06-26 14:31:00,pendiente
I-0044,Zona_10,2,incendio,2026-06-29 18:43:00,pendiente
I-0045,Zona_27,3,emergencia_medica,2026-06-29 04:47:00,pendiente
I-0046,Zona_27,1,accidente_vehicular,2026-06-25 00:34:00,pendiente
I-0047,Zona_27,4,fuga_de_gas,2026-06-27 20:31:00,pendiente
I-0048,Zona_45,1,fuga_de_gas,2026-06-25 18:57:00,pendiente
I-0049,Zona_37,4,robo,2026-07-04 10:24:00,pendiente
I-0050,Zona_23,3,fuga_de_gas,2026-06-30 01:31:00,pendiente
I-0051,Zona_27,5,derrumbe,2026-06-26 03:24:00,pendiente
I-0052,Zona_35,5,accidente_vehicular,2026-06-28 22:41:00,pendiente
I-0053,Zona_15,3,robo,2026-06-28 23:24:00,pendiente
I-0054,Zona_2,4,inundacion,2026-06-26 21:22:00,pendiente
I-0055,Zona_44,4,derrumbe,2026-07-02 14:56:00,pendiente
I-0056,Zona_30,2,emergencia_medica,2026-06-28 10:09:00,pendiente
I-0057,Zona_2,4,emergencia_medica,2026-06-28 01:54:00,pendiente
I-0058,Zona_43,1,incendio,2026-06-27 04:30:00,pendiente
I-0059,Zona_28,2,fuga_de_gas,2026-06-29 05:56:00,pendiente
I-0060,Zona_12,1,inundacion,2026-06-30 04:29:00,pendiente
I-0061,Zona_21,2,robo,2026-06-30 18:45:00,pendiente
I-0062,Zona_22,4,inundacion,2026-06-25 22:40:00,pendiente
I-0063,Zona_27,3,fuga_de_gas,2026-07-03 13:39:00,pendiente
I-0064,Zona_31,1,derrumbe,2026-06-28 08:43:00,pendiente
I-0065,Zona_4,3,accidente_vehicular,2026-06-27 02:29:00,pendiente
I-0066,Zona_5,1,fuga_de_gas,2026-07-04 03:32:00,pendiente
I-0067,Zona_16,2,fuga_de_gas,2026-07-04 06:27:00,pendiente
I-0068,Zona_40,2,accidente_vehicular,2026-07-03 01:32:00,pendiente
I-0069,Zona_31,1,emergencia_medica,2026-07-02 00:29:00,pendiente
I-0070,Zona_30,3,fuga_de_gas,2026-06-30 07:17:00,pendiente
I-0071,Zona_11,5,emergencia_medica,2026-06-25 23:46:00,pendiente
I-0072,Zona_8,2,inundacion,2026-07-03 06:29:00,pendiente
I-0073,Zona_38,1,inundacion,2026-06-27 22:47:00,pendiente
I-0074,Zona_44,4,robo,2026-06-26 08:46:00,pendiente
I-0075,Zona_13,1,emergencia_medica,2026-06-26 15:25:00,pendiente
I-0076,Zona_41,2,incendio,2026-06-26 13:38:00,pendiente
I-0077,Zona_20,5,fuga_de_gas,2026-07-03 02:57:00,pendiente
I-0078,Zona_37,1,inundacion,2026-06-28 10:32:00,pendiente
I-0079,Zona_28,3,incendio,2026-06-28 17:51:00,pendiente
I-0080,Zona_42,3,incendio,2026-06-24 20:01:00,pendiente
I-0081,Zona_27,4,incendio,2026-06-29 13:38:00,pendiente
I-0082,Zona_24,4,derrumbe,2026-07-02 18:14:00,pendiente
I-0083,Zona_28,2,derrumbe,2026-06-28 13:32:00,pendiente
I-0084,Zona_42,3,emergencia_medica,2026-06-25 07:19:00,pendiente
I-0085,Zona_35,4,robo,2026-06-29 13:04:00,pendiente
I-0086,Zona_38,3,inundacion,2026-06-24 19:26:00,pendiente
I-0087,Zona_16,1,inundacion,2026-06-29 08:55:00,pendiente
I-0088,Zona_16,4,emergencia_medica,2026-06-27 13:21:00,pendiente
I-0089,Zona_43,4,inundacion,2026-07-04 04:10:00,pendiente
I-0090,Zona_32,3,accidente_vehicular,2026-06-28 22:52:00,pendiente
I-0091,Zona_14,3,fuga_de_gas,2026-07-01 13:28:00,pendiente
I-0092,Zona_22,3,emergencia_medica,2026-06-26 12:32:00,pendiente
I-0093,Zona_18,5,incendio,2026-06-28 14:56:00,pendiente
I-0094,Zona_13,1,accidente_vehicular,2026-06-26 07:23:00,pendiente
I-0095,Zona_27,4,emergencia_medica,2026-06-25 20:59:00,pendiente
I-0096,Zona_16,4,derrumbe,2026-06-26 09:38:00,pendiente
I-0097,Zona_32,4,fuga_de_gas,2026-07-04 07:18:00,pendiente
I-0098,Zona_6,3,accidente_vehicular,2026-06-29 21:35:00,pendiente
I-0099,Zona_45,2,inundacion,2026-06-26 22:42:00,pendiente
I-0100,Zona_38,3,robo,2026-06-28 04:52:00,pendiente
I-0101,Zona_34,3,robo,2026-06-26 00:19:00,pendiente
I-0102,Zona_36,3,inundacion,2026-06-26 12:05:00,pendiente
I-0103,Zona_30,3,inundacion,2026-07-01 15:22:00,pendiente
I-0104,Zona_15,1,derrumbe,2026-07-02 07:25:00,pendiente
I-0105,Zona_21,1,derrumbe,2026-06-28 09:41:00,pendiente
I-0106,Zona_45,2,accidente_vehicular,2026-07-02 00:55:00,pendiente
I-0107,Zona_31,3,derrumbe,2026-06-27 19:01:00,pendiente
I-0108,Zona_34,5,inundacion,2026-07-03 08:33:00,pendiente
I-0109,Zona_13,3,accidente_vehicular,2026-06-30 09:28:00,pendiente
I-0110,Zona_12,3,incendio,2026-06-26 10:40:00,pendiente
I-0111,Zona_35,2,inundacion,2026-07-03 23:35:00,pendiente
I-0112,Zona_4,5,inundacion,2026-06-26 13:34:00,pendiente
I-0113,Zona_9,4,incendio,2026-06-24 13:42:00,pendiente
I-0114,Zona_1,5,inundacion,2026-06-29 03:50:00,pendiente
I-0115,Zona_31,4,inundacion,2026-07-02 09:40:00,pendiente
I-0116,Zona_4,3,fuga_de_gas,2026-06-29 01:33:00,pendiente
I-0117,Zona_8,1,robo,2026-06-28 21:44:00,pendiente
I-0118,Zona_5,5,derrumbe,2026-06-26 16:34:00,pendiente
I-0119,Zona_4,2,accidente_vehicular,2026-06-25 06:31:00,pendiente
I-0120,Zona_37,3,incendio,2026-07-01 16:14:00,pendiente
I-0121,Zona_8,5,fuga_de_gas,2026-06-29 18:22:00,pendiente
I-0122,Zona_39,5,fuga_de_gas,2026-06-27 11:08:00,pendiente
I-0123,Zona_15,5,robo,2026-06-29 08:59:00,pendiente
I-0124,Zona_29,3,fuga_de_gas,2026-06-27 19:18:00,pendiente
I-0125,Zona_28,3,emergencia_medica,2026-06-27 10:26:00,pendiente
I-0126,Zona_4,5,derrumbe,2026-07-03 08:55:00,pendiente
I-0127,Zona_14,2,inundacion,2026-06-26 23:40:00,pendiente
I-0128,Zona_6,2,accidente_vehicular,2026-07-02 12:33:00,pendiente
I-0129,Zona_36,1,accidente_vehicular,2026-07-04 11:17:00,pendiente
I-0130,Zona_27,4,derrumbe,2026-06-27 17:51:00,pendiente
I-0131,Zona_31,3,incendio,2026-07-01 20:48:00,pendiente
I-0132,Zona_19,3,derrumbe,2026-06-24 17:17:00,pendiente
I-0133,Zona_30,1,derrumbe,2026-07-01 20:16:00,pendiente
I-0134,Zona_17,5,derrumbe,2026-06-25 08:29:00,pendiente
I-0135,Zona_13,4,incendio,2026-06-28 07:18:00,pendiente
I-0136,Zona_15,2,inundacion,2026-06-25 02:17:00,pendiente
I-0137,Zona_10,1,incendio,2026-07-02 14:42:00,pendiente
I-0138,Zona_20,5,derrumbe,2026-06-25 02:56:00,pendiente
I-0139,Zona_37,3,robo,2026-07-03 02:03:00,pendiente
I-0140,Zona_30,3,derrumbe,2026-06-29 22:06:00,pendiente
I-0141,Zona_18,5,emergencia_medica,2026-06-28 21:10:00,pendiente
I-0142,Zona_29,1,emergencia_medica,2026-07-04 01:07:00,pendiente
I-0143,Zona_28,3,emergencia_medica,2026-07-01 15:38:00,pendiente
I-0144,Zona_2,1,accidente_vehicular,2026-06-26 19:53:00,pendiente
I-0145,Zona_37,5,incendio,2026-06-25 19:11:00,pendiente
I-0146,Zona_44,3,emergencia_medica,2026-07-04 01:01:00,pendiente
I-0147,Zona_12,4,emergencia_medica,2026-06-27 02:06:00,pendiente
I-0148,Zona_29,3,accidente_vehicular,2026-06-27 20:10:00,pendiente
I-0149,Zona_28,4,incendio,2026-06-29 03:40:00,pendiente
I-0150,Zona_23,4,inundacion,2026-06-30 20:20:00,pendiente
I-0151,Zona_43,1,fuga_de_gas,2026-07-02 16:06:00,pendiente
I-0152,Zona_22,4,derrumbe,2026-06-28 20:43:00,pendiente
I-0153,Zona_19,4,fuga_de_gas,2026-06-25 20:20:00,pendiente
I-0154,Zona_36,1,robo,2026-07-03 11:58:00,pendiente
I-0155,Zona_21,3,inundacion,2026-07-03 04:21:00,pendiente
I-0156,Zona_26,5,fuga_de_gas,2026-07-04 11:42:00,pendiente
I-0157,Zona_43,5,robo,2026-06-29 19:10:00,pendiente
I-0158,Zona_4,2,emergencia_medica,2026-06-30 09:13:00,pendiente
I-0159,Zona_40,4,derrumbe,2026-06-29 11:18:00,pendiente
I-0160,Zona_4,2,inundacion,2026-06-28 06:02:00,pendiente
I-0161,Zona_9,3,robo,2026-06-26 13:20:00,pendiente
I-0162,Zona_32,1,incendio,2026-06-27 07:58:00,pendiente
I-0163,Zona_39,2,derrumbe,2026-07-02 16:46:00,pendiente
I-0164,Zona_20,5,incendio,2026-06-28 05:12:00,pendiente
I-0165,Zona_27,1,accidente_vehicular,2026-06-24 22:15:00,pendiente
I-0166,Zona_8,4,incendio,2026-06-27 03:08:00,pendiente
I-0167,Zona_10,4,derrumbe,2026-07-01 04:19:00,pendiente
I-0168,Zona_33,3,robo,2026-06-25 00:04:00,pendiente
I-0169,Zona_31,4,accidente_vehicular,2026-06-29 07:17:00,pendiente
I-0170,Zona_36,2,robo,2026-07-02 07:58:00,pendiente
I-0171,Zona_39,5,derrumbe,2026-07-02 22:44:00,pendiente
I-0172,Zona_5,3,fuga_de_gas,2026-06-25 12:17:00,pendiente
I-0173,Zona_27,3,fuga_de_gas,2026-06-28 17:22:00,pendiente
I-0174,Zona_18,1,inundacion,2026-06-26 05:45:00,pendiente
I-0175,Zona_20,5,emergencia_medica,2026-06-26 23:48:00,pendiente
I-0176,Zona_32,2,robo,2026-06-28 08:56:00,pendiente
I-0177,Zona_31,3,inundacion,2026-06-28 05:18:00,pendiente
I-0178,Zona_35,4,robo,2026-06-30 20:08:00,pendiente
I-0179,Zona_13,2,emergencia_medica,2026-06-30 03:26:00,pendiente
I-0180,Zona_15,4,incendio,2026-06-30 21:07:00,pendiente
I-0181,Zona_31,4,robo,2026-06-26 22:47:00,pendiente
I-0182,Zona_42,2,robo,2026-07-04 01:54:00,pendiente
I-0183,Zona_9,5,emergencia_medica,2026-06-30 17:21:00,pendiente
I-0184,Zona_7,4,incendio,2026-06-28 12:23:00,pendiente
I-0185,Zona_30,1,derrumbe,2026-07-02 20:39:00,pendiente
I-0186,Zona_27,2,incendio,2026-06-29 03:48:00,pendiente
I-0187,Zona_17,3,emergencia_medica,2026-06-26 14:51:00,pendiente
I-0188,Zona_26,1,fuga_de_gas,2026-06-30 18:17:00,pendiente
I-0189,Zona_44,5,robo,2026-06-30 21:32:00,pendiente
I-0190,Zona_41,4,fuga_de_gas,2026-06-28 08:16:00,pendiente
I-0191,Zona_3,5,incendio,2026-07-01 19:54:00,pendiente
I-0192,Zona_41,3,accidente_vehicular,2026-06-26 00:05:00,pendiente
I-0193,Zona_6,4,incendio,2026-06-25 20:23:00,pendiente
I-0194,Zona_41,1,robo,2026-07-02 14:35:00,pendiente
I-0195,Zona_45,3,incendio,2026-07-03 23:27:00,pendiente
I-0196,Zona_21,1,inundacion,2026-06-30 10:07:00,pendiente
I-0197,Zona_24,4,accidente_vehicular,2026-07-01 17:20:00,pendiente
I-0198,Zona_34,4,emergencia_medica,2026-06-26 17:50:00,pendiente
I-0199,Zona_12,2,accidente_vehicular,2026-07-03 14:27:00,pendiente
I-0200,Zona_40,4,emergencia_medica,2026-06-26 17:28:00,pendiente
I-0201,Zona_16,4,emergencia_medica,2026-07-02 20:56:00,pendiente
I-0202,Zona_15,4,derrumbe,2026-07-01 14:39:00,pendiente
I-0203,Zona_30,3,derrumbe,2026-07-04 09:27:00,pendiente
I-0204,Zona_30,3,derrumbe,2026-06-28 06:45:00,pendiente
I-0205,Zona_11,1,robo,2026-06-30 13:39:00,pendiente
I-0206,Zona_38,3,derrumbe,2026-06-29 16:09:00,pendiente
I-0207,Zona_45,3,robo,2026-06-24 21:11:00,pendiente
I-0208,Zona_20,2,robo,2026-06-24 18:59:00,pendiente
I-0209,Zona_31,1,accidente_vehicular,2026-06-30 03:52:00,pendiente
I-0210,Zona_37,3,emergencia_medica,2026-07-01 03:13:00,pendiente
I-0211,Zona_45,3,incendio,2026-06-25 01:21:00,pendiente
I-0212,Zona_43,4,inundacion,2026-07-04 09:48:00,pendiente
I-0213,Zona_37,1,emergencia_medica,2026-06-26 00:32:00,pendiente
I-0214,Zona_32,3,fuga_de_gas,2026-06-25 09:52:00,pendiente
I-0215,Zona_15,5,fuga_de_gas,2026-06-30 11:48:00,pendiente
I-0216,Zona_15,2,emergencia_medica,2026-07-01 15:34:00,pendiente
I-0217,Zona_44,2,derrumbe,2026-07-03 09:29:00,pendiente
I-0218,Zona_41,1,inundacion,2026-06-25 12:40:00,pendiente
I-0219,Zona_29,1,emergencia_medica,2026-06-30 08:23:00,pendiente
I-0220,Zona_9,1,inundacion,2026-06-30 18:48:00,pendiente
I-0221,Zona_27,2,accidente_vehicular,2026-07-02 23:55:00,pendiente
I-0222,Zona_35,3,emergencia_medica,2026-06-28 18:59:00,pendiente
I-0223,Zona_18,2,inundacion,2026-06-25 02:49:00,pendiente
I-0224,Zona_31,3,derrumbe,2026-06-24 14:20:00,pendiente
I-0225,Zona_22,1,robo,2026-07-03 15:27:00,pendiente
I-0226,Zona_10,2,fuga_de_gas,2026-06-26 19:20:00,pendiente
I-0227,Zona_44,4,fuga_de_gas,2026-06-25 08:18:00,pendiente
I-0228,Zona_36,3,incendio,2026-06-25 12:06:00,pendiente
I-0229,Zona_26,1,inundacion,2026-06-28 09:29:00,pendiente
I-0230,Zona_8,4,inundacion,2026-06-26 20:17:00,pendiente
I-0231,Zona_44,3,emergencia_medica,2026-06-30 03:58:00,pendiente
I-0232,Zona_41,3,incendio,2026-06-26 19:44:00,pendiente
I-0233,Zona_15,4,incendio,2026-06-27 10:50:00,pendiente
I-0234,Zona_36,3,emergencia_medica,2026-07-01 23:34:00,pendiente
I-0235,Zona_42,1,derrumbe,2026-06-25 03:02:00,pendiente
I-0236,Zona_30,3,derrumbe,2026-06-29 20:31:00,pendiente
I-0237,Zona_8,2,incendio,2026-07-04 01:51:00,pendiente
I-0238,Zona_20,4,incendio,2026-07-03 09:28:00,pendiente
I-0239,Zona_16,5,accidente_vehicular,2026-06-30 01:53:00,pendiente
I-0240,Zona_30,3,derrumbe,2026-06-26 01:05:00,pendiente
I-0241,Zona_45,5,robo,2026-06-27 19:38:00,pendiente
I-0242,Zona_10,4,derrumbe,2026-07-03 08:58:00,pendiente
I-0243,Zona_32,5,robo,2026-07-01 07:37:00,pendiente
I-0244,Zona_3,3,accidente_vehicular,2026-06-29 10:56:00,pendiente
I-0245,Zona_29,2,fuga_de_gas,2026-06-30 08:58:00,pendiente
I-0246,Zona_7,3,emergencia_medica,2026-06-27 03:56:00,pendiente
I-0247,Zona_23,1,robo,2026-07-01 08:40:00,pendiente
I-0248,Zona_13,1,fuga_de_gas,2026-06-25 02:57:00,pendiente
I-0249,Zona_30,1,derrumbe,2026-07-02 02:05:00,pendiente
I-0250,Zona_42,5,incendio,2026-07-03 22:12:00,pendiente
I-0251,Zona_22,2,accidente_vehicular,2026-06-25 13:07:00,pendiente
I-0252,Zona_37,2,incendio,2026-06-25 01:25:00,pendiente
I-0253,Zona_36,2,emergencia_medica,2026-07-02 01:02:00,pendiente
I-0254,Zona_15,3,fuga_de_gas,2026-07-02 19:43:00,pendiente
I-0255,Zona_39,1,inundacion,2026-06-24 17:36:00,pendiente
I-0256,Zona_10,2,emergencia_medica,2026-07-01 15:34:00,pendiente
I-0257,Zona_12,1,derrumbe,2026-06-24 15:25:00,pendiente
I-0258,Zona_2,2,incendio,2026-06-30 10:11:00,pendiente
I-0259,Zona_16,5,inundacion,2026-07-04 07:42:00,pendiente
I-0260,Zona_12,3,incendio,2026-07-03 01:24:00,pendiente
I-0261,Zona_27,5,incendio,2026-06-26 00:24:00,pendiente
I-0262,Zona_5,4,robo,2026-06-25 15:33:00,pendiente
I-0263,Zona_24,5,emergencia_medica,2026-07-03 06:14:00,pendiente
I-0264,Zona_29,5,accidente_vehicular,2026-06-27 12:03:00,pendiente
I-0265,Zona_3,5,inundacion,2026-06-29 06:56:00,pendiente
I-0266,Zona_42,1,incendio,2026-06-29 01:13:00,pendiente
I-0267,Zona_26,4,derrumbe,2026-07-03 06:32:00,pendiente
I-0268,Zona_32,4,incendio,2026-07-03 13:57:00,pendiente
I-0269,Zona_21,5,accidente_vehicular,2026-07-03 18:04:00,pendiente
I-0270,Zona_9,3,emergencia_medica,2026-06-27 07:08:00,pendiente
I-0271,Zona_38,5,derrumbe,2026-06-30 19:13:00,pendiente
I-0272,Zona_25,5,emergencia_medica,2026-07-01 03:29:00,pendiente
I-0273,Zona_30,5,emergencia_medica,2026-06-29 14:32:00,pendiente
I-0274,Zona_7,1,fuga_de_gas,2026-06-27 01:14:00,pendiente
I-0275,Zona_42,5,derrumbe,2026-06-24 15:40:00,pendiente
I-0276,Zona_14,4,robo,2026-07-01 21:37:00,pendiente
I-0277,Zona_27,3,fuga_de_gas,2026-06-29 08:10:00,pendiente
I-0278,Zona_26,4,derrumbe,2026-07-03 10:03:00,pendiente
I-0279,Zona_21,4,inundacion,2026-06-26 22:23:00,pendiente
I-0280,Zona_17,3,accidente_vehicular,2026-06-26 16:28:00,pendiente
I-0281,Zona_31,1,incendio,2026-06-25 00:53:00,pendiente
I-0282,Zona_6,1,robo,2026-07-03 09:38:00,pendiente
I-0283,Zona_24,2,emergencia_medica,2026-07-03 19:38:00,pendiente
I-0284,Zona_38,5,emergencia_medica,2026-06-30 18:00:00,pendiente
I-0285,Zona_43,1,robo,2026-06-30 11:27:00,pendiente
I-0286,Zona_43,4,fuga_de_gas,2026-06-26 07:07:00,pendiente
I-0287,Zona_4,3,emergencia_medica,2026-06-30 22:41:00,pendiente
I-0288,Zona_23,1,emergencia_medica,2026-06-28 17:27:00,pendiente
I-0289,Zona_14,2,derrumbe,2026-06-29 00:20:00,pendiente
I-0290,Zona_15,1,inundacion,2026-06-24 21:10:00,pendiente
I-0291,Zona_36,3,incendio,2026-06-25 19:46:00,pendiente
I-0292,Zona_18,5,accidente_vehicular,2026-06-25 07:35:00,pendiente
I-0293,Zona_28,5,fuga_de_gas,2026-06-25 04:31:00,pendiente
I-0294,Zona_40,5,derrumbe,2026-06-27 04:31:00,pendiente
I-0295,Zona_36,1,emergencia_medica,2026-06-27 00:23:00,pendiente
I-0296,Zona_45,3,incendio,2026-07-02 10:45:00,pendiente
I-0297,Zona_18,3,inundacion,2026-06-30 12:09:00,pendiente
I-0298,Zona_1,2,fuga_de_gas,2026-07-02 20:53:00,pendiente
I-0299,Zona_37,4,incendio,2026-07-02 21:16:00,pendiente
I-0300,Zona_41,1,incendio,2026-06-26 00:16:00,pendiente
I-0301,Zona_34,2,robo,2026-06-29 17:22:00,pendiente
I-0302,Zona_30,3,accidente_vehicular,2026-06-30 06:58:00,pendiente
I-0303,Zona_20,3,fuga_de_gas,2026-06-28 01:01:00,pendiente
I-0304,Zona_39,1,incendio,2026-07-02 17:31:00,pendiente
I-0305,Zona_11,5,incendio,2026-06-26 19:58:00,pendiente
I-0306,Zona_6,3,robo,2026-06-26 23:15:00,pendiente
I-0307,Zona_28,4,emergencia_medica,2026-06-29 11:18:00,pendiente
I-0308,Zona_27,3,accidente_vehicular,2026-06-25 21:52:00,pendiente
I-0309,Zona_33,1,inundacion,2026-06-29 14:37:00,pendiente
I-0310,Zona_8,3,derrumbe,2026-06-26 18:44:00,pendiente
I-0311,Zona_38,4,emergencia_medica,2026-06-26 21:50:00,pendiente
I-0312,Zona_20,1,accidente_vehicular,2026-06-30 00:05:00,pendiente
I-0313,Zona_39,1,incendio,2026-07-02 04:11:00,pendiente
I-0314,Zona_20,2,fuga_de_gas,2026-07-02 22:32:00,pendiente
I-0315,Zona_17,3,inundacion,2026-07-03 03:15:00,pendiente
I-0316,Zona_1,4,derrumbe,2026-06-29 14:25:00,pendiente
I-0317,Zona_12,2,robo,2026-06-28 10:35:00,pendiente
I-0318,Zona_15,5,emergencia_medica,2026-06-25 00:27:00,pendiente
I-0319,Zona_43,3,incendio,2026-06-29 23:35:00,pendiente
I-0320,Zona_3,4,incendio,2026-06-29 06:28:00,pendiente
I-0321,Zona_5,3,emergencia_medica,2026-06-29 14:47:00,pendiente
I-0322,Zona_37,4,derrumbe,2026-06-27 05:12:00,pendiente
I-0323,Zona_27,3,incendio,2026-06-29 21:24:00,pendiente
I-0324,Zona_2,3,accidente_vehicular,2026-06-25 09:12:00,pendiente
I-0325,Zona_40,4,fuga_de_gas,2026-06-26 15:42:00,pendiente
I-0326,Zona_24,1,robo,2026-06-24 21:24:00,pendiente
I-0327,Zona_7,2,robo,2026-06-27 19:12:00,pendiente
I-0328,Zona_26,5,incendio,2026-06-29 23:56:00,pendiente
I-0329,Zona_20,3,accidente_vehicular,2026-06-30 17:04:00,pendiente
I-0330,Zona_11,1,emergencia_medica,2026-06-27 07:06:00,pendiente
I-0331,Zona_8,5,emergencia_medica,2026-07-02 07:04:00,pendiente
I-0332,Zona_23,3,derrumbe,2026-06-25 04:23:00,pendiente
I-0333,Zona_42,2,accidente_vehicular,2026-07-03 07:56:00,pendiente
I-0334,Zona_10,3,accidente_vehicular,2026-07-02 12:38:00,pendiente
I-0335,Zona_39,2,fuga_de_gas,2026-06-25 20:43:00,pendiente
I-0336,Zona_42,1,accidente_vehicular,2026-06-25 16:58:00,pendiente
I-0337,Zona_41,4,robo,2026-06-25 22:00:00,pendiente
I-0338,Zona_37,5,robo,2026-06-26 18:01:00,pendiente
I-0339,Zona_37,5,inundacion,2026-06-24 16:01:00,pendiente
I-0340,Zona_41,3,accidente_vehicular,2026-06-29 11:55:00,pendiente
I-0341,Zona_5,4,robo,2026-06-27 07:36:00,pendiente
I-0342,Zona_20,3,emergencia_medica,2026-07-03 20:40:00,pendiente
I-0343,Zona_23,5,incendio,2026-06-30 23:15:00,pendiente
I-0344,Zona_30,4,incendio,2026-07-03 20:28:00,pendiente
I-0345,Zona_24,3,incendio,2026-06-27 03:58:00,pendiente
I-0346,Zona_6,5,emergencia_medica,2026-06-28 17:33:00,pendiente
I-0347,Zona_25,4,emergencia_medica,2026-06-28 04:39:00,pendiente
I-0348,Zona_3,4,fuga_de_gas,2026-06-27 23:54:00,pendiente
I-0349,Zona_42,2,inundacion,2026-06-27 14:48:00,pendiente
I-0350,Zona_31,5,accidente_vehicular,2026-07-03 19:07:00,pendiente
I-0351,Zona_29,1,fuga_de_gas,2026-06-24 23:21:00,pendiente
I-0352,Zona_22,1,emergencia_medica,2026-06-27 03:34:00,pendiente
I-0353,Zona_12,1,accidente_vehicular,2026-06-26 10:47:00,pendiente
I-0354,Zona_29,4,emergencia_medica,2026-06-28 13:16:00,pendiente
I-0355,Zona_40,2,inundacion,2026-06-30 06:12:00,pendiente
I-0356,Zona_19,4,robo,2026-06-25 16:32:00,pendiente
I-0357,Zona_22,5,incendio,2026-06-25 12:30:00,pendiente
I-0358,Zona_41,3,incendio,2026-06-30 17:59:00,pendiente
I-0359,Zona_7,5,derrumbe,2026-06-30 02:27:00,pendiente
I-0360,Zona_19,3,derrumbe,2026-06-24 19:28:00,pendiente
I-0361,Zona_43,5,fuga_de_gas,2026-07-02 18:57:00,pendiente
I-0362,Zona_22,1,emergencia_medica,2026-06-26 22:48:00,pendiente
I-0363,Zona_10,3,inundacion,2026-06-27 00:52:00,pendiente
I-0364,Zona_45,4,accidente_vehicular,2026-06-27 17:31:00,pendiente
I-0365,Zona_6,3,emergencia_medica,2026-06-30 05:09:00,pendiente
I-0366,Zona_42,3,fuga_de_gas,2026-07-03 01:07:00,pendiente
I-0367,Zona_43,5,incendio,2026-06-27 03:36:00,pendiente
I-0368,Zona_43,4,emergencia_medica,2026-06-30 09:12:00,pendiente
I-0369,Zona_2,3,inundacion,2026-07-02 10:47:00,pendiente
I-0370,Zona_14,3,fuga_de_gas,2026-06-28 23:13:00,pendiente
I-0371,Zona_13,2,accidente_vehicular,2026-07-02 17:42:00,pendiente
I-0372,Zona_5,3,fuga_de_gas,2026-06-25 12:48:00,pendiente
I-0373,Zona_7,5,fuga_de_gas,2026-06-28 08:37:00,pendiente
I-0374,Zona_34,1,derrumbe,2026-06-30 16:03:00,pendiente
